plate,state,license_type,summons_number,issue_date,hour,min,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,borough,issuing_agency,violation_status,summons_image,weekday,year,month,day,address,latitude,longitude
JJT2578,NY,PAS,8972482390,2021-08-26,9,50A,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,070,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFVVFJOYWswMVRVRTlQUT09&locationName=_____________________),Thursday,2021,8,26,"N Caton Ave ,  80ft W/of Marlboroug , NY",40.6496021,-73.9679311
JNX6599,NY,PAS,8918433323,2021-08-17,7,59A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,007,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOUVVWHBOZWsxNVRYYzlQUT09&locationName=_____________________),Tuesday,2021,8,17,"102 Norfolk St ,   , NY",40.7187848,-73.9870183
FJK8270,NY,PAS,8947785088,2021-08-28,10,37A,NO MATCH-PLATE/STICKER,NA,65,0,0,0,0,65,019,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNTZZelJPVkVFMFQwRTlQUT09&locationName=_____________________),Saturday,2021,8,28,"170 E 88th St ,   , NY",40.7802258,-73.953754
KDA1705,NY,PAS,8990138980,2021-08-28,6,51A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,084,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMUVSWHBQUkdzMFRVRTlQUT09&locationName=_____________________),Saturday,2021,8,28,"S Willoughby St ,  15ft W/of Bridge St , NY",40.6920869,-73.9826185
JJG9819,NY,PAS,8936621725,2021-09-08,22,31P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,018,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrNXFXWGxOVkdONVRsRTlQUT09&locationName=_____________________),Wednesday,2021,9,8,"244 W 54th St ,   , NY",40.7642007,-73.9833128
KNC7088,NY,PAS,8943874911,2021-09-17,9,33A,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,034,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMTZaek5PUkd0NFRWRTlQUT09&locationName=_____________________),Friday,2021,9,17,"340 Audubon Ave ,   , NY",40.8494849,-73.9320261
KHY3770,NY,PAS,8996895374,2021-09-17,22,19P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,65,0,0,077,Brooklyn,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNXFaelZPVkUwelRrRTlQUT09&locationName=_____________________),Friday,2021,9,17,"241 Alabama Ave ,   , NY",40.6704524,-73.8984126
JNZ2873,NY,PAS,8990921156,2021-08-04,24,17P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,65,0,094,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMUVhM2xOVkVVeFRtYzlQUT09&locationName=_____________________),Wednesday,2021,8,4,"240 Meeker Ave ,   , NY",40.7159338,-73.9503454
KKJ8880,NY,PAS,8946587647,2021-08-19,10,15A,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,0,35,024,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNXFWVFJPZWxrd1RuYzlQUT09&locationName=_____________________),Thursday,2021,8,19,"852 Amsterdam Ave ,   , NY",40.7977485,-73.9678995
KHU4193,NY,PAS,8958495303,2021-07-29,7,44A,FIRE HYDRANT,NA,115,0,0,0,0,115,044,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VOUVVVFZPVkUxM1RYYzlQUT09&locationName=_____________________),Thursday,2021,7,29,"1258 College Ave ,   , NY",40.834347,-73.9121689
KNH3604,NY,PAS,8834625389,2021-08-07,7,56A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,113,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrNUVXWGxPVkUwMFQxRTlQUT09&locationName=_____________________),Saturday,2021,8,7,"W 132nd Ave ,  50ft N/of 158th St , NY",40.8145912,-73.9479559
KDH1645,NY,PAS,8994038942,2021-08-12,13,19P,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,079,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVRWHBQUkdzd1RXYzlQUT09&locationName=_____________________),Thursday,2021,8,12,"383 Pulaski St ,   , NY",40.6941776,-73.9351773
GGF2489,NY,PAS,8984555277,2021-07-21,15,04P,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,0,35,076,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNUVWVEZPVkVrelRuYzlQUT09&locationName=_____________________),Wednesday,2021,7,21,"224 Columbia St ,   , NY",40.6845658,-74.0031364
JAA9664,NY,PAS,8836245870,2021-08-12,8,57A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,075,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrNXFTVEJPVkdjelRVRTlQUT09&locationName=_____________________),Thursday,2021,8,12,"326 Euclid Ave ,   , NY",40.6801316,-73.8735494
KKF9313,NY,PAS,2001912122,2021-08-27,11,09A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,067,Brooklyn,DEPARTMENT OF SANITATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMVVhM2hOYWtWNVRXYzlQUT09&locationName=_____________________),Friday,2021,8,27,"1195 BROOKLYN AVENUE ,   , NY",40.6443318,-73.9428362
JBA8655,NY,PAS,8963724529,2021-08-10,11,46A,FRONT OR BACK PLATE MISSING,NA,65,0,0,0,0,65,048,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMTZZM2xPUkZWNVQxRTlQUT09&locationName=_____________________),Tuesday,2021,8,10,"2116 Crotona Pky ,   , NY",40.8461504,-73.883528
JNW7899,NY,PAS,8972518591,2021-08-09,9,13A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,068,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFWWGhQUkZVMVRWRTlQUT09&locationName=_____________________),Monday,2021,8,9,"418 67th St ,   , NY",40.6364401,-74.0219993
KMC5139,NY,PAS,8952587091,2021-10-19,14,13P,FIRE HYDRANT,NA,115,0,0,0,0,115,024,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMXFWVFJPZWtFMVRWRTlQUT09&locationName=_____________________),Tuesday,2021,10,19,"E Riverside Dr ,  5ft S/of W 109th St , NY",40.8517623,-73.9419244
GZD3604,NY,PAS,8916937061,2021-10-22,15,04P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,105,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNXFhM3BPZWtFeVRWRTlQUT09&locationName=_____________________),Friday,2021,10,22,"137-19 232nd St ,   , NY",40.6711297,-73.7398766
KRB7704,NY,PAS,8799659219,2021-09-13,13,34P,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,0,35,103,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5VOVVXVEZQVkVsNFQxRTlQUT09&locationName=_____________________),Monday,2021,9,13,"8818 152nd St ,   , NY",40.8287195,-73.9421796
HTU7948,NY,PAS,8856528368,2021-10-20,14,04P,SIDEWALK,NA,115,0,0,0,0,115,063,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNXFWWGxQUkUweVQwRTlQUT09&locationName=_____________________),Wednesday,2021,10,20,"1385 E 56th St ,   , NY",40.6219492,-73.9210791
KDT8930,NY,PAS,8944723655,2021-06-28,8,39A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,028,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNUVZM2xOZWxreFRsRTlQUT09&locationName=_____________________),Monday,2021,6,28,"301 St Nicholas Ave ,   , NY",40.8111309,-73.9525593
KGS5123,NY,PAS,8948839524,2021-10-21,8,59A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,034,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOUVaM3BQVkZWNVRrRTlQUT09&locationName=_____________________),Thursday,2021,10,21,"605 W 184th St ,   , NY",40.851574,-73.933014
KEK2424,NY,PAS,8826230316,2021-08-11,8,48A,FIRE HYDRANT,NA,115,0,0,0,0,115,075,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVNXFTWHBOUkUxNFRtYzlQUT09&locationName=_____________________),Wednesday,2021,8,11,"492 Berriman St ,   , NY",40.6664525,-73.8773164
KDR3283,NY,PAS,8886718380,2021-09-16,14,11P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,109,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FNXFZM2hQUkUwMFRVRTlQUT09&locationName=_____________________),Thursday,2021,9,16,"E 133rd Pl ,  40ft S/of 11th Ave , NY",40.8014949,-73.9148865
HLD3353,NY,PAS,8759543942,2021-07-28,14,41P,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,35,0,109,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VOVVWVEJOZW1zd1RXYzlQUT09&locationName=_____________________),Wednesday,2021,7,28,"142-38 Roosevelt Ave ,   , NY",40.7606101,-73.825157
GVF5596,NY,PAS,8919929312,2021-07-16,15,45P,EXPIRED MUNI METER,NA,65,0,0,0,0,65,005,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVhM2xQVkUxNFRXYzlQUT09&locationName=_____________________),Friday,2021,7,16,"E Lafayette St ,  20ft N/of Grand St , NY",40.7253515,-73.9956131
GTR2755,NY,PAS,8982772960,2021-08-05,11,26A,FIRE HYDRANT,NA,115,0,0,0,0,115,066,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMXFZek5OYW1zeVRVRTlQUT09&locationName=_____________________),Thursday,2021,8,5,"3813 13th Ave ,   , NY",40.6408933,-73.9858596
HTE1978,NY,PAS,8967241896,2021-10-08,24,23P,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,046,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNTZTVEJOVkdjMVRtYzlQUT09&locationName=_____________________),Friday,2021,10,8,"1996 Davidson Ave ,   , NY",40.8525806,-73.9093968
JRB1201,NY,PAS,8826834866,2021-10-14,11,52A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,114,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVNXFaM3BPUkdjeVRtYzlQUT09&locationName=_____________________),Thursday,2021,10,14,"32-78 48th St ,   , NY",40.753912,-73.914483
KDU1105,NY,PAS,8958315854,2021-07-15,15,57P,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,35,0,046,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VOUVUWGhPVkdjeFRrRTlQUT09&locationName=_____________________),Thursday,2021,7,15,"S E 190th St ,  2ft W/of Morris Ave , NY",40.8633374,-73.8992048
KJK9172,NY,PAS,8596699727,2021-07-15,7,46A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,103,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VNXFXVFZQVkdONVRuYzlQUT09&locationName=_____________________),Thursday,2021,7,15,"14802 Jamaica Ave ,   , NY",40.701536,-73.8060189
KFW7856,NY,PAS,8954617116,2021-09-08,1,39A,NO PARKING-DAY/TIME LIMITS,NA,60,0,0,0,0,60,030,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNUVXWGhPZWtWNFRtYzlQUT09&locationName=_____________________),Wednesday,2021,9,8,"270 Convent Ave ,   , NY",40.8221036,-73.9484164
JPT6943,NY,PAS,8946483052,2021-08-16,10,14A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,019,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNXFVVFJOZWtFeFRXYzlQUT09&locationName=_____________________),Monday,2021,8,16,"1484 3rd Ave ,   , NY",40.7773553,-73.9552613
KJB9149,NY,PAS,1484621633,2021-09-04,10,14A,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,0,35,019,Manhattan,OTHER/UNKNOWN AGENCIES,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVXWGxOVkZsNlRYYzlQUT09&locationName=_____________________),Saturday,2021,9,4,"30 RIVERSIDE DR ,   , NY",40.7736537,-73.9918023
KEL7659,NY,PAS,8839720984,2021-09-29,16,54P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,107,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrOVVZM2xOUkdzMFRrRTlQUT09&locationName=_____________________),Wednesday,2021,9,29,"150-50 Hillside Ave ,   , NY",40.7069009,-73.8046163
HDE1119,NY,PAS,8938517391,2021-08-21,7,37A,NO STANDING-EXC. TRUCK LOADING,NA,95,0,0,0,0,95,018,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrOUVWWGhPZWswMVRWRTlQUT09&locationName=_____________________),Saturday,2021,8,21,"519 W 49th St ,   , NY",40.7646192,-73.9931764
KJF5791,NY,PAS,2003235322,2021-10-15,8,24A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,112,Queens,DEPARTMENT OF SANITATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMTZTWHBPVkUxNVRXYzlQUT09&locationName=_____________________),Friday,2021,10,15,"98-120 QUEENS BOULEVARD ,   , NY",40.726843,-73.85458
GVB9171,NY,PAS,8992126918,2021-08-27,24,56P,NO STANDING-EXC. TRUCK LOADING,NA,95,0,0,0,0,95,079,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMXFSWGxPYW10NFQwRTlQUT09&locationName=_____________________),Friday,2021,8,27,"836 Dekalb Ave ,   , NY",40.6922442,-73.9425392
HUS4023,NY,PAS,8904283413,2021-10-23,6,20A,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,105,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwNUVTVFJOZWxGNFRYYzlQUT09&locationName=_____________________),Saturday,2021,10,23,"W Springfield Ln ,  50ft N/of 220th St , NY",40.6578434,-73.7600776
38LEXUS,NY,PAS,8879597206,2021-09-17,9,05A,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,110,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOVVWVFZPZWtsM1RtYzlQUT09&locationName=_____________________),Friday,2021,9,17,"104-27 46th Ave ,   , NY",40.746874,-73.8590229
KGM7362,NY,PAS,8870065480,2021-07-15,16,31P,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,35,0,0,120,Staten Island,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMUVRVEpPVkZFMFRVRTlQUT09&locationName=_____________________),Thursday,2021,7,15,"E Davis Ave ,  20ft N/of Forest Ave , NY",43.2994285,-74.2179326
KFR3566,NY,PAS,8941159854,2021-09-03,10,30A,FRONT OR BACK PLATE MISSING,NA,65,0,0,0,0,65,114,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMVVSVEZQVkdjeFRrRTlQUT09&locationName=_____________________),Friday,2021,9,3,"39-22 30th St ,   , NY",40.7526105,-73.9344049
KLA8783,NY,PAS,8967028209,2021-10-14,15,50P,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,044,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNTZRWGxQUkVsM1QxRTlQUT09&locationName=_____________________),Thursday,2021,10,14,"W Shakespeare Ave ,  140ft N/of W 172nd S , NY",41.9199102,-87.7266318
HBX7677,NY,PAS,4749394415,2021-09-20,24,04P,PHTO SCHOOL ZN SPEED VIOLATION,NA,50,0,0,0,0,50,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,HEARING ADJOURNMENT,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak1FOVVUVFZPUkZGNFRsRTlQUT09&locationName=_____________________),Monday,2021,9,20,"0 WB LINDEN BLVD @ SCH ,  ENCK AVE , NY",40.6615298,-73.8842187
JJD8545,NY,PAS,8947535930,2021-08-09,11,05A,NO PARKING-DAY/TIME LIMITS,NA,65,0,0,0,0,65,019,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNTZWWHBPVkd0NlRVRTlQUT09&locationName=_____________________),Monday,2021,8,9,"N E 84th St ,  45ft W/of Park Ave , NY",40.7772689,-73.9543839
JKL9671,NY,PAS,8804724456,2021-10-08,7,37A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,121,Staten Island,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmQwNUVZM2xPUkZFeFRtYzlQUT09&locationName=_____________________),Friday,2021,10,8,"222 Wheeler Ave ,   , NY",40.6063077,-74.1310842
KHM3386,NY,PAS,8854031239,2021-08-18,13,50P,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,115,0,114,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNUVRWHBOVkVsNlQxRTlQUT09&locationName=_____________________),Wednesday,2021,8,18,"S 48th St ,  60ft W/of 25th Ave , NY",40.5956371,-73.9895874
JAA3388,NY,PAS,8666835357,2021-08-27,14,33P,NO STANDING-EXC. AUTH. VEHICLE,NA,95,0,0,0,0,95,103,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNXFaM3BPVkUweFRuYzlQUT09&locationName=_____________________),Friday,2021,8,27,"90-28 161st St ,   , NY",40.7045304,-73.7991063
JLA4886,NY,PAS,8885259388,2021-09-14,14,39P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,102,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FNVVTVEZQVkUwMFQwRTlQUT09&locationName=_____________________),Tuesday,2021,9,14,"9316 95th St ,   , NY",40.688539,-73.8482124
KDX5477,NY,PAS,8790198682,2021-06-29,6,57A,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,115,0,108,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5VMUVSVFZQUkZrMFRXYzlQUT09&locationName=_____________________),Tuesday,2021,6,29,"N 42nd Rd ,  30ft E/of 24th St , NY",40.7494336,-73.9405455
HEJ3654,NY,PAS,8829499717,2021-09-24,6,20A,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,102,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVOVVVVFZQVkdONFRuYzlQUT09&locationName=_____________________),Friday,2021,9,24,"N 85th Rd ,  10ft E/of 88th St , NY",40.7781416,-73.9544916
ARH1881,NY,PAS,8883064215,2021-10-22,8,15A,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,121,Staten Island,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMTZRVEpPUkVsNFRsRTlQUT09&locationName=_____________________),Friday,2021,10,22,"S McVeigh Ave ,  10ft E/of Kelly Blvd , NY",40.5888131,-74.1532289
FZE5037,NY,PAS,8950145078,2021-07-29,14,54P,NO PARKING-DAY/TIME LIMITS,NA,60,0,0,0,60,0,032,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVSVEJPVkVFelQwRTlQUT09&locationName=_____________________),Thursday,2021,7,29,"203 W 138th St ,   , NY",40.8175938,-73.9427837
FHY4211,NY,PAS,8943244629,2021-10-08,9,37A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,019,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMTZTVEJPUkZsNVQxRTlQUT09&locationName=_____________________),Friday,2021,10,8,"222 E 85th St ,   , NY",40.777487,-73.953539
GJD5674,NY,PAS,8927815099,2021-06-29,24,15P,NO STANDING-COMM METER ZONE,NA,115,0,0,0,0,115,017,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVNTZaM2hPVkVFMVQxRTlQUT09&locationName=_____________________),Tuesday,2021,6,29,"248 E 49th St ,   , NY",40.7542742,-73.9696116
KNP5075,NY,PAS,8973976369,2021-08-25,11,42A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,070,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZhek5PYWsweVQxRTlQUT09&locationName=_____________________),Wednesday,2021,8,25,"1350 E 18th St ,   , NY",40.6174828,-73.9572439
JSE8243,NY,PAS,1476060642,2021-08-14,10,35A,FIRE HYDRANT,NA,115,0,0,0,0,115,043,Bronx,POLICE DEPARTMENT,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wNXFRVEpOUkZrd1RXYzlQUT09&locationName=_____________________),Saturday,2021,8,14,"1973 WATSON AVE ,   , NY",40.8291479,-73.8577516
HXW5759,NY,PAS,8956177661,2021-08-27,20,42P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,034,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNXFSVE5PZWxreVRWRTlQUT09&locationName=_____________________),Friday,2021,8,27,"270 Dyckman St ,   , NY",40.8666928,-73.9292311
KPT3752,NY,PAS,8858442064,2021-08-03,10,18A,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,114,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVVVEJOYWtFeVRrRTlQUT09&locationName=_____________________),Tuesday,2021,8,3,"0 Broadway / 31st Lot ,   , NY",40.7613432,-73.925471
GWU2148,NY,PAS,8965031540,2021-09-09,24,14P,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,040,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNVVRWHBOVkZVd1RVRTlQUT09&locationName=_____________________),Thursday,2021,9,9,"455 E 137th St ,   , NY",40.8077692,-73.9213317
FZX9538,NY,PAS,8946796650,2021-10-20,24,38P,FRONT OR BACK PLATE MISSING,NA,65,0,0,0,35,30,020,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNXFZelZPYWxreFRVRTlQUT09&locationName=_____________________),Wednesday,2021,10,20,"137 W 69th St ,   , NY",40.7761578,-73.9813845
KJL2782,NY,PAS,8979986853,2021-08-17,11,39A,FIRE HYDRANT,NA,115,0,0,0,0,115,070,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVhelJPYW1jeFRYYzlQUT09&locationName=_____________________),Tuesday,2021,8,17,"74 Kenilworth Pl ,   , NY",40.6341499,-73.9505625
JRL1846,NY,PAS,8991935886,2021-10-15,9,17A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,088,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMVVhM3BPVkdjMFRtYzlQUT09&locationName=_____________________),Friday,2021,10,15,"296 Waverly Ave ,   , NY",40.6889316,-73.9672311
KDY5746,NY,PAS,8979290159,2021-08-03,13,06P,NO STANDING-EXC. TRUCK LOADING,NA,95,0,0,0,0,95,071,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVTVFZOUkVVeFQxRTlQUT09&locationName=_____________________),Tuesday,2021,8,3,"293 Winthrop St ,   , NY",40.6571942,-73.9506429
