plate,state,license_type,summons_number,issue_date,hour,min,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,borough,issuing_agency,violation_status,summons_image,weekday,year,month,day,vehicle_body_type,vehicle_year,house_street,geo_nyc_address,google_address,new_url,coordinates,lat,long
KKJ6284,NY,PAS,8854788041,2021-10-24,10,04A,FIRE HYDRANT,NA,115,0,0,0,0,115,024,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNUVZelJQUkVFd1RWRTlQUT09&locationName=_____________________),Sunday,2021,10,24,4DSD,2019,180 W 93rd St,"W SOUTH STREET, ST,MANHATTAN","W South St,ST,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=W SOUTH STREET, ST,MANHATTAN&size=50",,40.71164,-74.01234
GJH5272,NY,PAS,8855067679,2021-01-13,22,35P,FIRE HYDRANT,NA,115,0,0,0,115,0,104,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNVVRVEpPZWxrelQxRTlQUT09&locationName=_____________________),Wednesday,2021,1,13,NA,NA,NA,"1127 COLGATE AVENUE, 55FT E/OF TRAFALGAR,QUEENS","1127 Colgate Ave,55ft E/of Trafalgar,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=1127 COLGATE AVENUE, 55FT E/OF TRAFALGAR,QUEENS&size=50",,40.826455,-73.881794
KFR8769,NY,PAS,8855926147,2021-10-14,24,41P,FIRE HYDRANT,NA,115,0,0,0,0,115,006,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNVVhM2xPYWtVd1RuYzlQUT09&locationName=_____________________),Thursday,2021,10,14,SUBN,2019,N W 3rd St,"199 AVENUE A,E,MANHATTAN","199 Avenue A,E,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=199 AVENUE A,E,MANHATTAN&size=50",,40.604621,-73.820524
JRM7585,NY,PAS,8855986284,2021-01-11,6,58A,FIRE HYDRANT,NA,115,0,0,0,0,115,040,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNVVhelJPYWtrMFRrRTlQUT09&locationName=_____________________),Monday,2021,1,11,NA,NA,NA,"268 CANAL STREET, BROADWAY,BRONX","268 Canal St,BROADWAY,BRONX,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=268 CANAL STREET, BROADWAY,BRONX&size=50",,40.718677,-74.001373
KDR3226,NY,PAS,8856337964,2021-03-02,1,21A,FIRE HYDRANT,NA,115,0,0,0,0,115,075,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNXFUWHBPZW1zeVRrRTlQUT09&locationName=_____________________),Tuesday,2021,3,2,NA,NA,NA,"N 89TH AVENUE, 35FT S/OF RIDGEWOOD,BROOKLYN","N 89th Ave,35ft S/of Ridgewood,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=N 89TH AVENUE, 35FT S/OF RIDGEWOOD,BROOKLYN&size=50",,40.67714,-73.946764
HSZ4198,NY,PAS,8856495399,2021-09-28,1,58A,FIRE HYDRANT,NA,115,0,0,0,0,115,067,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNXFVVFZPVkUwMVQxRTlQUT09&locationName=_____________________),Tuesday,2021,9,28,4DSD,2017,604 E 96th St,"1628 55TH STREET, STREET,BROOKLYN","1628 55th St,STREET,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=1628 55TH STREET, STREET,BROOKLYN&size=50",,40.62705,-73.988369
JRZ8143,NY,PAS,8856852044,2021-01-05,15,06P,FIRE HYDRANT,NA,115,0,0,0,0,115,120,Staten Island,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNXFaekZOYWtFd1RrRTlQUT09&locationName=_____________________),Tuesday,2021,1,5,NA,NA,NA,"41-25 KISSENA BOULEVARD, 50FT N/OF 37TH AVENUE, STATEN ISLAND","41-25 Kissena Blvd,50ft N/of 37th Ave,STATEN ISLAND,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=41-25 KISSENA BOULEVARD, 50FT N/OF 37TH AVENUE, STATEN ISLAND&size=50",,40.758194,-73.82846
JSC2175,NY,PAS,8857276934,2021-01-18,5,57A,FIRE HYDRANT,NA,115,0,0,0,0,115,045,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZTVE5PYW10NlRrRTlQUT09&locationName=_____________________),Monday,2021,1,18,NA,NA,NA,"216 HAMILTON AVENUE, NEW DORP LANE,BRONX","216 Hamilton Ave,NEW DORP LANE,BRONX,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=216 HAMILTON AVENUE, NEW DORP LANE,BRONX&size=50",,40.645175,-74.084671
JNV5267,NY,PAS,8857378937,2021-01-12,7,26A,FIRE HYDRANT,NA,115,0,0,0,0,115,019,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZUVE5QUkd0NlRuYzlQUT09&locationName=_____________________),Tuesday,2021,1,12,NA,NA,NA,"107-21 71ST AVENUE, 0FT W/OF COUCH PLACE, MANHATTAN","107-21 71st Ave,0ft W/of Couch Pl,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=107-21 71ST AVENUE, 0FT W/OF COUCH PLACE, MANHATTAN&size=50",,40.720839,-73.844629
KHE3940,NY,PAS,8857526331,2021-02-26,24,58P,FIRE HYDRANT,NA,115,0,0,0,115,0,061,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZWWGxPYWsxNlRWRTlQUT09&locationName=_____________________),Friday,2021,2,26,NA,NA,NA,"215 CENTRE STREET, 0FT E/OF MORRIS AVENUE, BROOKLYN","215 Centre St,0ft E/of Morris Ave,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=215 CENTRE STREET, 0FT E/OF MORRIS AVENUE, BROOKLYN&size=50",,40.673547,-73.998086
KLC5185,NY,PAS,8857589080,2021-08-07,5,46A,FIRE HYDRANT,NA,115,0,0,0,0,115,044,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZWVFJQVkVFMFRVRTlQUT09&locationName=_____________________),Saturday,2021,8,7,4DSD,2011,1535 Walton Ave,"488 MADISON AVENUE, E,BRONX","488 Madison Ave,E,BRONX,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=488 MADISON AVENUE, E,BRONX&size=50",,40.758902,-73.975284
KKD8091,NY,PAS,8857725510,2021-02-14,7,02A,FIRE HYDRANT,NA,115,0,0,0,0,115,079,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZM2xPVkZWNFRVRTlQUT09&locationName=_____________________),Sunday,2021,2,14,NA,NA,NA,"E 108TH STREET, 40FT S/OF BEVERLEY R,BROOKLYN","E 108th St,40ft S/of Beverley R,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=E 108TH STREET, 40FT S/OF BEVERLEY R,BROOKLYN&size=50",,40.643176,-73.886449
HLM4029,NY,PAS,8857740237,2021-05-12,7,48A,FIRE HYDRANT,NA,115,0,0,0,0,115,100,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZekJOUkVsNlRuYzlQUT09&locationName=_____________________),Wednesday,2021,5,12,NA,NA,NA,"80 ELIZABETH STREET, HEBES AVENUE, QUEENS","80 Elizabeth St,HEBES AVE,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=80 ELIZABETH STREET, HEBES AVENUE, QUEENS&size=50",,40.717781,-73.995895
FSD3454,NY,PAS,8857791543,2021-05-04,6,08A,FIRE HYDRANT,NA,115,0,0,0,115,0,104,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZelZOVkZVd1RYYzlQUT09&locationName=_____________________),Tuesday,2021,5,4,NA,NA,NA,"104-05 35 AVENUE,15FT E/OF 108TH STREET, QUEENS","104-05 35 AVENUE,15ft E/of 108th St,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=104-05 35 AVENUE,15FT E/OF 108TH STREET, QUEENS&size=50",,40.755147,-73.864035
KEL3951,NY,PAS,8858070124,2021-08-19,13,58P,FIRE HYDRANT,NA,115,0,0,0,0,115,046,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVRVE5OUkVWNVRrRTlQUT09&locationName=_____________________),Thursday,2021,8,19,4DSD,2016,1732 Davidson Ave,"61-11 QUEENS BOULEVARD, 20FT S/OF BARROW STREET, BRONX","61-11 Queens Blvd,20ft S/of Barrow St,BRONX,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=61-11 QUEENS BOULEVARD, 20FT S/OF BARROW STREET, BRONX&size=50",,40.741696,-73.903006
KJX7871,NY,PAS,8858072431,2021-08-30,7,07A,FIRE HYDRANT,NA,115,0,0,0,0,115,044,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVRVE5OYWxGNlRWRTlQUT09&locationName=_____________________),Monday,2021,8,30,4DSD,2011,1236 Grand Concourse,"116-10 QUEENS BOULEVARD, H STREET, BRONX","116-10 Queens Blvd,H ST,BRONX,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=116-10 QUEENS BOULEVARD, H STREET, BRONX&size=50",,40.715498,-73.833457
KJZ5172,NY,PAS,8858320347,2021-07-29,23,18P,FIRE HYDRANT,NA,115,0,0,0,0,115,067,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVUWGxOUkUwd1RuYzlQUT09&locationName=_____________________),Thursday,2021,7,29,4DSD,2018,2517 Bedford Ave,"S 91ST AVENUE, 5FT S/OF QUEENS BOULEVARD, BROOKLYN","S 91st Ave,5ft S/of Queens Blvd,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=S 91ST AVENUE, 5FT S/OF QUEENS BOULEVARD, BROOKLYN&size=50",,40.600836,-73.982464
KJA3168,NY,PAS,8858512984,2021-06-25,2,08A,FIRE HYDRANT,NA,115,0,0,0,0,115,107,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVWWGhOYW1zMFRrRTlQUT09&locationName=_____________________),Friday,2021,6,25,NA,NA,NA,"223-17 104TH AVENUE, 5FT E/OF MADISON AVE,QUEENS","223-17 104th Ave,5ft E/of Madison Ave,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=223-17 104TH AVENUE, 5FT E/OF MADISON AVE,QUEENS&size=50",,40.710829,-73.731038
GYJ3252,NY,PAS,8858521225,2021-08-17,5,37A,FIRE HYDRANT,NA,115,0,0,0,0,115,107,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVWWGxOVkVsNVRsRTlQUT09&locationName=_____________________),Tuesday,2021,8,17,SUBN,2015,65-05 159th St,"W 5TH AVENUE, 45FT E/OF ARTHUR AVE,QUEENS","W 5th Ave,45ft E/of Arthur Ave,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=W 5TH AVENUE, 45FT E/OF ARTHUR AVE,QUEENS&size=50",,40.822093,-73.944415
KFR8729,NY,PAS,8858523283,2021-08-31,8,14A,FIRE HYDRANT,NA,115,0,0,0,0,115,104,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVWWGxOZWtrMFRYYzlQUT09&locationName=_____________________),Tuesday,2021,8,31,SUBN,2019,N Greene Ave,"913 BROADWAY,40FT S/OF FAIRMOUNT,QUEENS","913 Broadway,40ft S/of Fairmount,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=913 BROADWAY,40FT S/OF FAIRMOUNT,QUEENS&size=50",,40.739663,-73.989925
KFS1911,NY,PAS,8858526715,2021-09-20,6,37A,FIRE HYDRANT,NA,115,0,0,0,0,115,107,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVWWGxPYW1ONFRsRTlQUT09&locationName=_____________________),Monday,2021,9,20,4DSD,2017,65-17 Parsons Blvd,"585 2ND AVENUE, 90FT S/OF WILLOUGHBY,QUEENS","585 2nd Ave,90ft S/of Willoughby,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=585 2ND AVENUE, 90FT S/OF WILLOUGHBY,QUEENS&size=50",,40.657117,-74.006416
GLP4803,NY,PAS,8858533409,2021-10-09,6,24A,FIRE HYDRANT,NA,115,0,0,0,0,115,107,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVWWHBOZWxGM1QxRTlQUT09&locationName=_____________________),Saturday,2021,10,9,4DSD,2014,67-32 Parsons Blvd,"222 MOTHER GASTON BOULEVARD, 40FT W/OF AVENUE C,QUEENS","222 Mother Gaston Blvd,40ft W/of Avenue C,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=222 MOTHER GASTON BOULEVARD, 40FT W/OF AVENUE C,QUEENS&size=50",,40.673986,-73.908601
JAG1619,NY,PAS,8858539175,2021-10-27,6,36A,FIRE HYDRANT,NA,115,0,0,0,0,115,100,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVWWHBQVkVVelRsRTlQUT09&locationName=_____________________),Wednesday,2021,10,27,NA,NA,NA,"2 W 183RD STREET, 10FT N/OF E 183RD ST,QUEENS","2 W 183rd St,10ft N/of E 183rd St,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=2 W 183RD STREET, 10FT N/OF E 183RD ST,QUEENS&size=50",,40.858271,-73.904358
KRN2657,NY,PAS,8858831949,2021-09-21,16,42P,FIRE HYDRANT,NA,115,0,0,0,0,115,032,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVaM3BOVkdzd1QxRTlQUT09&locationName=_____________________),Tuesday,2021,9,21,PICK,2001,70 W 128th St,"4810 AVENUE J,RANDALLS ISLAND,MANHATTAN","4810 Avenue J,RANDALLS ISLAND,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=4810 AVENUE J,RANDALLS ISLAND,MANHATTAN&size=50",,40.627844,-73.92941
KJC9453,NY,PAS,8858846011,2021-10-25,22,07P,FIRE HYDRANT,NA,115,0,0,0,0,115,024,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVaekJPYWtGNFRWRTlQUT09&locationName=_____________________),Monday,2021,10,25,4DSD,2008,20 W 101st St,"0 E 59TH STREET, 54 AVENUE, MANHATTAN","0 E 59th St,54 AVE,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=0 E 59TH STREET, 54 AVENUE, MANHATTAN&size=50",,40.760186,-73.972813
JRZ5486,NY,PAS,8859139569,2021-08-20,5,09A,FIRE HYDRANT,NA,115,0,0,0,0,115,067,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOVVSWHBQVkZVeVQxRTlQUT09&locationName=_____________________),Friday,2021,8,20,4DSD,2014,E E 89th St,"421 E 106TH STREET, TH AVENUE, BROOKLYN","421 E 106th St,TH AVE,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=421 E 106TH STREET, TH AVENUE, BROOKLYN&size=50",,40.789696,-73.939076
KGH9642,NY,PAS,8859894852,2021-03-04,16,54P,FIRE HYDRANT,NA,115,0,0,0,0,115,075,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOVVaelZPUkdjeFRXYzlQUT09&locationName=_____________________),Thursday,2021,3,4,NA,NA,NA,"607 BAY RIDGE PARKWAY, Y SVC RD @ 72ND RD,BROOKLYN","607 Bay Ridge Pky,Y SVC RD @ 72ND RD,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=607 BAY RIDGE PARKWAY, Y SVC RD @ 72ND RD,BROOKLYN&size=50",,40.628043,-74.019893
JMM7611,NY,PAS,8860861998,2021-01-25,14,52P,FIRE HYDRANT,NA,115,0,0,0,0,115,079,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMUVaekpOVkdzMVQwRTlQUT09&locationName=_____________________),Monday,2021,1,25,NA,NA,NA,"173 PINE PLACE, 0FT N/OF W 149TH STREET, BROOKLYN","173 Pine Pl,0ft N/of W 149th St,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=173 PINE PLACE, 0FT N/OF W 149TH STREET, BROOKLYN&size=50",,40.620159,-74.078254
KGN3273,NY,PAS,8862009434,2021-10-20,15,29P,FIRE HYDRANT,NA,115,0,0,0,0,115,121,Staten Island,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMXFRWGRQVkZGNlRrRTlQUT09&locationName=_____________________),Wednesday,2021,10,20,4DSD,2019,8 Vedder Ave,"440 E 105TH STREET, 15FT E/OF WALTON AVENUE, STATEN ISLAND","440 E 105th St,15ft E/of Walton Ave,STATEN ISLAND,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=440 E 105TH STREET, 15FT E/OF WALTON AVENUE, STATEN ISLAND&size=50",,40.652457,-73.901717
KFP1977,NY,PAS,8862178013,2021-05-26,1,55A,FIRE HYDRANT,NA,115,0,0,0,0,115,113,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMXFSVE5QUkVGNFRYYzlQUT09&locationName=_____________________),Wednesday,2021,5,26,NA,NA,NA,"507 W 179TH STREET, 5FT W/OF 126TH PLACE, QUEENS","507 W 179th St,5ft W/of 126th Pl,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=507 W 179TH STREET, 5FT W/OF 126TH PLACE, QUEENS&size=50",,40.847172,-73.932271
KFD4428,NY,PAS,8862195916,2021-07-27,6,21A,FIRE HYDRANT,NA,115,0,0,0,0,115,104,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMXFSVFZPVkd0NFRtYzlQUT09&locationName=_____________________),Tuesday,2021,7,27,4DSD,2018,351 Bleecker St,"25-12 41ST STREET, TH AVENUE, QUEENS","25-12 41st St,TH AVE,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=25-12 41ST STREET, TH AVENUE, QUEENS&size=50",,40.767318,-73.911375
KLA6612,NY,PAS,8862196404,2021-07-30,7,44A,FIRE HYDRANT,NA,115,0,0,0,115,0,104,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMXFSVFZPYWxGM1RrRTlQUT09&locationName=_____________________),Friday,2021,7,30,2DSD,2006,235 Wyckoff Ave,"267 E 95TH STREET, 75FT S/OF E 187TH ST,QUEENS","267 E 95th St,75ft S/of E 187th St,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=267 E 95TH STREET, 75FT S/OF E 187TH ST,QUEENS&size=50",,40.659912,-73.921469
JMU5718,NY,PAS,8862620470,2021-03-26,20,50P,FIRE HYDRANT,NA,115,0,0,0,0,115,115,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMXFXWGxOUkZFelRVRTlQUT09&locationName=_____________________),Friday,2021,3,26,NA,NA,NA,"1570 1ST AVENUE, 80FT S/OF BLAKE AVE,QUEENS","1570 1st Ave,80ft S/of Blake Ave,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=1570 1ST AVENUE, 80FT S/OF BLAKE AVE,QUEENS&size=50",,40.773918,-73.95117
KEE9148,NY,PAS,8863337070,2021-08-10,1,47A,FIRE HYDRANT,NA,115,0,0,0,0,115,102,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMTZUWHBPZWtFelRVRTlQUT09&locationName=_____________________),Tuesday,2021,8,10,PICK,2013,S 95th Ave,"620 ROCKAWAY AVENUE, MALL,QUEENS","620 Rockaway Ave,MALL,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=620 ROCKAWAY AVENUE, MALL,QUEENS&size=50",,40.664778,-73.909736
KMK4928,NY,PAS,8863348054,2021-10-16,6,42A,FIRE HYDRANT,NA,115,0,0,0,0,115,113,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMTZUVEJQUkVFeFRrRTlQUT09&locationName=_____________________),Saturday,2021,10,16,4DSD,2021,17010 130th Ave,"218 E 188TH STREET, 40FT N/OF STANHOPE S,QUEENS","218 E 188th St,40ft N/of Stanhope S,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=218 E 188TH STREET, 40FT N/OF STANHOPE S,QUEENS&size=50",,40.86091,-73.896927
HNG6785,NY,PAS,8863491896,2021-07-28,15,26P,FIRE HYDRANT,NA,115,0,0,0,0,115,114,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMTZVVFZOVkdjMVRtYzlQUT09&locationName=_____________________),Wednesday,2021,7,28,4DSD,2001,8-15 9th St,"690 CASTLETON AVENUE, 60FT N/OF HILLEL PLACE, QUEENS","690 Castleton Ave,60ft N/of Hillel Pl,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=690 CASTLETON AVENUE, 60FT N/OF HILLEL PLACE, QUEENS&size=50",,40.634532,-74.105781
KDW2430,NY,PAS,8863920448,2021-02-12,7,55A,FIRE HYDRANT,NA,115,0,0,0,0,115,028,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMTZhM2xOUkZFd1QwRTlQUT09&locationName=_____________________),Friday,2021,2,12,NA,NA,NA,"3917 RICHMOND AVENUE, 55FT S/OF 87TH STREET, MANHATTAN","3917 Richmond Ave,55ft S/of 87th St,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=3917 RICHMOND AVENUE, 55FT S/OF 87TH STREET, MANHATTAN&size=50",,40.542833,-74.163478
JJG9802,NY,PAS,8863979480,2021-01-08,14,47P,FIRE HYDRANT,NA,115,0,0,0,115,0,020,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMTZhek5QVkZFMFRVRTlQUT09&locationName=_____________________),Friday,2021,1,8,NA,NA,NA,"21 E 84TH STREET, 45FT E/OF BRIGGS AVENUE, MANHATTAN","21 E 84th St,45ft E/of Briggs Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=21 E 84TH STREET, 45FT E/OF BRIGGS AVENUE, MANHATTAN&size=50",,40.77974,-73.95994
KDF3076,NY,PAS,8863988596,2021-10-13,14,45P,FIRE HYDRANT,NA,115,0,0,0,0,115,047,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMTZhelJQUkZVMVRtYzlQUT09&locationName=_____________________),Wednesday,2021,10,13,2DSD,2007,3670 Conner St,"1716 CONEY ISLAND AVENUE, 60FT W/OF AVENUE D,BRONX","1716 Coney Island Ave,60ft W/of Avenue D,BRONX,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=1716 CONEY ISLAND AVENUE, 60FT W/OF AVENUE D,BRONX&size=50",,40.615599,-73.963796
KHL7016,NY,PAS,8864290930,2021-02-08,11,58A,FIRE HYDRANT,NA,115,0,0,0,0,115,079,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVTVFZOUkd0NlRVRTlQUT09&locationName=_____________________),Monday,2021,2,8,NA,NA,NA,"2260 UNIVERSITY AVENUE, 110FT N/OF W 185TH S,BROOKLYN","2260 University Ave,110ft N/of W 185th S,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=2260 UNIVERSITY AVENUE, 110FT N/OF W 185TH S,BROOKLYN&size=50",,40.859702,-73.907209
DCD5494,NY,PAS,8864627340,2021-06-21,7,50A,FIRE HYDRANT,NA,115,0,0,0,115,0,104,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVXWGxPZWswd1RVRTlQUT09&locationName=_____________________),Monday,2021,6,21,NA,NA,NA,"32-45 84TH STREET, 89FT E/OF RYER AVENUE, QUEENS","32-45 84th St,89ft E/of Ryer Ave,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=32-45 84TH STREET, 89FT E/OF RYER AVENUE, QUEENS&size=50",,40.756544,-73.883435
KFK7929,NY,PAS,8864766959,2021-01-12,13,48P,FIRE HYDRANT,NA,115,0,0,0,0,115,026,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVZekpPYW1zeFQxRTlQUT09&locationName=_____________________),Tuesday,2021,1,12,NA,NA,NA,"402 E 151ST STREET, 90FT W/OF YELLOWSTON,MANHATTAN","402 E 151st St,90ft W/of Yellowston,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=402 E 151ST STREET, 90FT W/OF YELLOWSTON,MANHATTAN&size=50",,40.817213,-73.916864
