"plate","state","license_type","summons_number","issue_date","violation_time","violation","judgment_entry_date","fine_amount","penalty_amount","interest_amount","reduction_amount","payment_amount","amount_due","precinct","county","issuing_agency","violation_status","summons_image"
"HLM4147","NY","PAS",8841531861,"02/22/2021","09:14A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"109","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVWWHBOVkdjeVRWRTlQUT09&locationName=_____________________)"
"HUC6423","NY","PAS",8703348465,"10/19/2021","08:52A","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,0,35,"114","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwMTZUVEJQUkZFeVRsRTlQUT09&locationName=_____________________)"
"JHD3850","NY","PAS",8883963623,"04/29/2021","05:59P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,35,0,0,"120","R","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMTZhekpOZWxsNVRYYzlQUT09&locationName=_____________________)"
"JPK1356","NY","PAS",8987757328,"04/22/2021","10:51A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"090","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZZekZPZWsxNVQwRTlQUT09&locationName=_____________________)"
"KHV8725","NY","PAS",8777899210,"02/09/2021","12:38P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,35,0,0,"109","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak0wNTZaelZQVkVsNFRVRTlQUT09&locationName=_____________________)"
"JSB8850","NY","PAS",8907656988,"08/04/2021","01:32P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"106","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwNTZXVEZPYW1zMFQwRTlQUT09&locationName=_____________________)"
"GDP5966","NY","PAS",8783245662,"01/13/2021","02:11P","FAIL TO DSPLY MUNI METER RECPT",NA,65,0,0,65,0,0,"019","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZTVEJPVkZreVRXYzlQUT09&locationName=_____________________)"
"KRB7588","NY","PAS",8818495975,"08/20/2021","06:18A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"030","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOUVVVFZPVkdzelRsRTlQUT09&locationName=_____________________)"
"JLJ3018","NY","PAS",8820143975,"05/25/2021","07:59A","NO MATCH-PLATE/STICKER",NA,65,0,0,0,0,65,"113","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMUVSVEJOZW1zelRsRTlQUT09&locationName=_____________________)"
"KHX8217","NY","PAS",8792209774,"10/17/2021","12:36P","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,0,115,"077","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5VMXFTWGRQVkdNelRrRTlQUT09&locationName=_____________________)"
"KLE2121","NY","PAS",8962683570,"09/04/2021","12:15P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,0,35,"044","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMXFXVFJOZWxVelRVRTlQUT09&locationName=_____________________)"
"KKG7737","NY","PAS",8857076222,"06/19/2021","09:41A","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,0,35,"106","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZRVE5PYWtsNVRXYzlQUT09&locationName=_____________________)"
"JRD1086","NY","PAS",8968446611,"09/01/2021","00:14A","NO PARKING-DAY/TIME LIMITS",NA,60,0,0,0,0,60,"052","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rOUVVVEJPYWxsNFRWRTlQUT09&locationName=_____________________)"
"JHN6774","NY","PAS",8901066830,"07/15/2021","03:19P","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"113","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwMVVRVEpPYW1kNlRVRTlQUT09&locationName=_____________________)"
"JHU2011","NY","PAS",8979229604,"07/15/2021","09:12P","NO STANDING-BUS STOP",NA,115,0,0,0,0,115,"066","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVTWGxQVkZsM1RrRTlQUT09&locationName=_____________________)"
"FHR7371","NY","PAS",8936077880,"10/02/2021","01:35P","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,0,115,"019","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrNXFRVE5PZW1jMFRVRTlQUT09&locationName=_____________________)"
"HJV2134","NY","PAS",8958924561,"04/30/2021","07:30A","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"045","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VOUVhM2xPUkZVeVRWRTlQUT09&locationName=_____________________)"
"JMA5384","NY","PAS",8946409344,"04/06/2021","11:21A","NO PARKING-DAY/TIME LIMITS",NA,60,0,0,0,0,60,"033","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNXFVWGRQVkUwd1RrRTlQUT09&locationName=_____________________)"
"95TN36","NY","PAS",1473115188,"07/24/2021","05:26P","SIDEWALK",NA,115,0,0,0,0,115,"120","R","POLICE DEPARTMENT","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wMTZSWGhPVkVVMFQwRTlQUT09&locationName=_____________________)"
"KJC3022","NY","PAS",8746846621,"04/29/2021","08:55A","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,35,0,"114","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FNXFaekJPYWxsNVRWRTlQUT09&locationName=_____________________)"
"GVV3758","NY","PAS",8763545615,"03/04/2021","05:39P","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,65,0,"110","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1rMTZWVEJPVkZsNFRsRTlQUT09&locationName=_____________________)"
"JHJ2853","NY","PAS",8711246571,"07/13/2021","02:54P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,0,35,"106","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVTVEJPYWxVelRWRTlQUT09&locationName=_____________________)"
"KNG9937","NY","PAS",8977581746,"10/29/2021","09:04A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"066","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNTZWVFJOVkdNd1RtYzlQUT09&locationName=_____________________)"
"DTN6321","NY","PAS",4738658967,"07/06/2021","11:13A","PHTO SCHOOL ZN SPEED VIOLATION",NA,50,25,0,0,50,25,"000","BK","DEPARTMENT OF TRANSPORTATION","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSamVrOUVXVEZQUkdzeVRuYzlQUT09&locationName=_____________________)"
"KLA4468","NY","PAS",8963768570,"07/16/2021","09:57A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"043","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMTZZekpQUkZVelRVRTlQUT09&locationName=_____________________)"
"KEB7553","NY","PAS",8926575895,"06/03/2021","10:24A","NO STANDING-EXC. TRUCK LOADING",NA,95,0,0,0,0,95,"017","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVNXFWVE5PVkdjMVRsRTlQUT09&locationName=_____________________)"
"KGA4703","NY","PAS",8747992177,"03/08/2021","06:35A","FRONT OR BACK PLATE MISSING",NA,65,0,0,0,0,65,"102","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FNTZhelZOYWtVelRuYzlQUT09&locationName=_____________________)"
"KFL4097","NY","PAS",2002233275,"06/10/2021","08:33A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"044","Bronx","DEPARTMENT OF SANITATION","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMXFTWHBOZWtrelRsRTlQUT09&locationName=_____________________)"
"KLE4524","NY","PAS",8936640446,"10/29/2021","01:41P","FIRE HYDRANT",NA,115,0,0,0,0,115,"014","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrNXFXVEJOUkZFd1RtYzlQUT09&locationName=_____________________)"
"GDP6650","NY","PAS",4019538104,"09/18/2021","10:33A","BUS LANE VIOLATION",NA,50,0,0,0,50,0,"000","MN","DEPARTMENT OF TRANSPORTATION","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmVFOVVWWHBQUkVWM1RrRTlQUT09&locationName=_____________________)"
"KHB6859","NY","PAS",8879824820,"04/07/2021","11:38A","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,35,0,0,"114","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOVVaM2xPUkdkNVRVRTlQUT09&locationName=_____________________)"
"HAM5099","NY","PAS",8875630732,"08/25/2021","05:29P","EXPIRED MUNI METER",NA,35,0,0,0,0,35,"109","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNVVXWHBOUkdONlRXYzlQUT09&locationName=_____________________)"
"JLM8628","NY","PAS",8978112742,"07/09/2021","11:44A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"062","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOUVSWGhOYW1Nd1RXYzlQUT09&locationName=_____________________)"
"KEF8985","NY","PAS",8611550468,"05/07/2021","00:33A","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,115,0,0,"001","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFMVVWVEZOUkZFeVQwRTlQUT09&locationName=_____________________)"
"HCS3041","NY","PAS",8892000354,"01/21/2021","05:00P","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,0,115,"115","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMXFRWGROUkUweFRrRTlQUT09&locationName=_____________________)"
"KLD3463","NY","PAS",8838640713,"02/25/2021","04:45P","NO MATCH-PLATE/STICKER",NA,65,0,0,0,0,65,"094","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrOUVXVEJOUkdONFRYYzlQUT09&locationName=_____________________)"
"KFK8951","NY","PAS",8976876611,"08/10/2021","05:42A","NO PARKING-DAY/TIME LIMITS",NA,60,0,0,0,0,60,"067","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNXFaek5PYWxsNFRWRTlQUT09&locationName=_____________________)"
"KNJ5636","NY","PAS",8823935969,"10/25/2021","04:41P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,35,0,0,"110","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhM3BPVkdzeVQxRTlQUT09&locationName=_____________________)"
"HFZ9995","NY","PAS",5113354569,"01/18/2021","10:43A","FAILURE TO STOP AT RED LIGHT",NA,50,0,0,0,50,0,"000","BK","DEPARTMENT OF TRANSPORTATION","HEARING ADJOURNMENT","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVFMTZUVEZPUkZVeVQxRTlQUT09&locationName=_____________________)"
"HVW3879","NY","PAS",8921385617,"10/05/2021","04:29P","SIDEWALK",NA,115,0,0,0,0,115,"007","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVMVVUVFJPVkZsNFRuYzlQUT09&locationName=_____________________)"
"KJM9482","NY","PAS",8873358858,"04/02/2021","01:38P","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,65,0,"106","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMTZUVEZQUkdjeFQwRTlQUT09&locationName=_____________________)"
"HYG1791","NY","PAS",8865242085,"10/28/2021","08:43A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"114","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNVVTVEJOYWtFMFRsRTlQUT09&locationName=_____________________)"
"KDR2347","NY","PAS",8990005863,"05/25/2021","12:06P","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"094","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMUVRWGRPVkdjeVRYYzlQUT09&locationName=_____________________)"
"JLH8263","NY","PAS",1473658469,"01/20/2021","04:07A","OBSTRUCTING DRIVEWAY",NA,95,0,0,0,95,0,"044","BX","POLICE DEPARTMENT","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wMTZXVEZQUkZFeVQxRTlQUT09&locationName=_____________________)"
"KNE3558","NY","PAS",1482072014,"05/29/2021","01:19A","CROSSWALK",NA,115,0,0,0,0,115,"034","NY","POLICE DEPARTMENT","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMXFRVE5OYWtGNFRrRTlQUT09&locationName=_____________________)"
"KKR1881","NY","PAS",8624488734,"10/22/2021","08:59A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"061","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVNUVVVFJQUkdONlRrRTlQUT09&locationName=_____________________)"
"KJP8331","NY","PAS",8981475246,"08/24/2021","11:31A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"063","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMVVVVE5PVkVrd1RtYzlQUT09&locationName=_____________________)"
"JRD3012","NY","PAS",8965289660,"10/16/2021","09:53A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"049","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNVVTVFJQVkZreVRVRTlQUT09&locationName=_____________________)"
"KKE3256","NY","PAS",8944668425,"06/28/2021","11:32A","BIKE LANE",NA,115,0,0,0,0,115,"028","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNUVXVEpQUkZGNVRsRTlQUT09&locationName=_____________________)"
"JFJ9051","NY","PAS",8983935182,"08/20/2021","12:08P","NO PARKING-STREET CLEANING",NA,65,0,0,0,65,0,"071","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMTZhM3BPVkVVMFRXYzlQUT09&locationName=_____________________)"
"HAL4893","NY","PAS",8884995607,"08/30/2021","04:37P","EXPIRED MUNI METER",NA,35,0,0,0,0,35,"115","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FNUVhelZPVkZsM1RuYzlQUT09&locationName=_____________________)"
"KJZ7133","NY","PAS",8966118860,"09/14/2021","03:13P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,0,35,"045","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNXFSWGhQUkdjeVRVRTlQUT09&locationName=_____________________)"
"HJJ9878","NY","PAS",8986960321,"03/29/2021","09:13A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"075","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFhekpOUkUxNVRWRTlQUT09&locationName=_____________________)"
"BCZ5111","NY","PAS",8828036280,"04/14/2021","11:48A","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,0,35,"108","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVOUVRWHBPYWtrMFRVRTlQUT09&locationName=_____________________)"
"KHN2500","NY","PAS",8995053525,"06/18/2021","11:44A","FRONT OR BACK PLATE MISSING",NA,65,0,0,0,0,65,"090","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVRVEZOZWxWNVRsRTlQUT09&locationName=_____________________)"
"KPM8573","NY","PAS",2003256260,"08/10/2021","12:02P","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"110","Qns","DEPARTMENT OF SANITATION","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMTZTVEZPYWtreVRVRTlQUT09&locationName=_____________________)"
"KGD1487","NY","PAS",8887426454,"08/27/2021","08:55A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"104","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FNTZVWGxPYWxFeFRrRTlQUT09&locationName=_____________________)"
"KKY2480","NY","PAS",8880730745,"07/15/2021","01:33P","NO PARKING-DAY/TIME LIMITS",NA,60,0,0,0,0,60,"107","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMUVZM3BOUkdNd1RsRTlQUT09&locationName=_____________________)"
"FPN2658","NY","PAS",8686190212,"08/04/2021","01:20P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,35,0,0,"110","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNXFSVFZOUkVsNFRXYzlQUT09&locationName=_____________________)"
"JRT6582","NY","PAS",8991761756,"04/28/2021","08:35A","NO PARKING-DAY/TIME LIMITS",NA,60,0,0,0,0,60,"079","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMVVZekpOVkdNeFRtYzlQUT09&locationName=_____________________)"
"HFA9492","NY","PAS",8899650779,"01/09/2021","07:15A","NO PARKING-STREET CLEANING",NA,65,0,0,0,65,0,"006","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VOVVXVEZOUkdNelQxRTlQUT09&locationName=_____________________)"
"JLU8417","NY","PAS",8854480769,"07/22/2021","08:48A","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,65,0,"105","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNUVVVFJOUkdNeVQxRTlQUT09&locationName=_____________________)"
"GLR9971","NY","PAS",8790778182,"11/03/2021","06:05P","NO STANDING-COMM METER ZONE",NA,115,0,0,0,0,115,"019","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5VMUVZek5QUkVVMFRXYzlQUT09&locationName=_____________________)"
"HHJ8508","NY","PAS",8972950130,"03/02/2021","11:41A","DOUBLE PARKING",NA,115,0,0,0,115,0,"072","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFhekZOUkVWNlRVRTlQUT09&locationName=_____________________)"
"HSH4527","NY","PAS",2002820909,"10/07/2021","08:45A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"067","Kings","DEPARTMENT OF SANITATION","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMXFaM2xOUkd0M1QxRTlQUT09&locationName=_____________________)"
"KMT3867","NY","PAS",8954977522,"09/18/2021","07:55A","NO STANDING-EXC. TRUCK LOADING",NA,95,0,0,0,0,95,"033","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNUVhek5PZWxWNVRXYzlQUT09&locationName=_____________________)"
"JLH4115","NY","PAS",8894560491,"05/01/2021","09:39A","FIRE HYDRANT",NA,115,0,0,0,0,115,"115","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VNUVWVEpOUkZFMVRWRTlQUT09&locationName=_____________________)"
"JNK5423","NY","PAS",8807487561,"01/19/2021","01:28P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,0,35,"114","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmQwNTZVVFJPZWxVeVRWRTlQUT09&locationName=_____________________)"
"JEL7928","NY","PAS",8922025566,"07/31/2021","02:33P","NO STANDING-COMM METER ZONE",NA,115,0,0,0,0,115,"005","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVMXFRWGxPVkZVeVRtYzlQUT09&locationName=_____________________)"
"HSK7990","NY","PAS",8831884086,"02/10/2021","02:13P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"072","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMVVaelJPUkVFMFRtYzlQUT09&locationName=_____________________)"
"JDV2274","NY","PAS",8965285604,"09/29/2021","12:34P","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"049","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNVVTVFJPVkZsM1RrRTlQUT09&locationName=_____________________)"
"HFP6344","NY","PAS",8987241385,"06/30/2021","09:23A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"075","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZTVEJOVkUwMFRsRTlQUT09&locationName=_____________________)"
"JNF6988","NY","PAS",8947205588,"03/24/2021","10:45A","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,35,0,"023","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNTZTWGRPVkZVMFQwRTlQUT09&locationName=_____________________)"
"HYN8144","NY","PAS",8939506248,"05/03/2021","08:45A","FAIL TO DSPLY MUNI METER RECPT",NA,65,0,0,0,0,65,"020","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrOVVWWGRPYWtrd1QwRTlQUT09&locationName=_____________________)"
"KJL4115","NY","PAS",8703325672,"06/11/2021","08:47A","CROSSWALK",NA,115,0,0,0,0,115,"110","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwMTZUWGxPVkZrelRXYzlQUT09&locationName=_____________________)"
"KJA9970","NY","PAS",8855623357,"08/03/2021","02:33P","DOUBLE PARKING",NA,115,0,0,0,0,115,"040","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNVVXWGxOZWsweFRuYzlQUT09&locationName=_____________________)"
"KFL9339","NY","PAS",8952011417,"04/13/2021","11:05A","FAIL TO DSPLY MUNI METER RECPT",NA,65,0,0,65,0,0,"024","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMXFRWGhOVkZGNFRuYzlQUT09&locationName=_____________________)"
"JPC8229","NY","PAS",8831179469,"01/09/2021","07:58A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"075","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMVVSVE5QVkZFeVQxRTlQUT09&locationName=_____________________)"
"JHG1380","NY","PAS",8958411946,"05/04/2021","01:12P","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,65,0,"048","BX","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VOUVVWGhOVkdzd1RtYzlQUT09&locationName=_____________________)"
"KPR1009","NY","PAS",8947487624,"11/02/2021","10:59A","NO STANDING-BUS STOP",NA,115,0,0,0,0,115,"028","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNTZVVFJPZWxsNVRrRTlQUT09&locationName=_____________________)"
